country,iso3,year,indicator_abbr,dimension,subgroup,order,estimate,population,data_source
DZA,DZA,2030,smoked,sex,SEX_MLE,1,35.2,,GHO
SWE,SWE,2015,smoked,sex,SEX_FMLE,1,13.9,,GHO
MNG,MNG,2023,smoked,sex,SEX_BTSX,1,28.2,,GHO
SLE,SLE,2024,smoked,sex,SEX_FMLE,1,5.1,,GHO
IRQ,IRQ,2023,smoked,sex,SEX_FMLE,1,1.9,,GHO
NOR,NOR,2024,smoked,sex,SEX_MLE,1,14.2,,GHO
ZMB,ZMB,2024,smoked,sex,SEX_MLE,1,22.5,,GHO
ZWE,ZWE,2015,smoked,sex,SEX_MLE,1,24.1,,GHO
NZL,NZL,2020,smoked,sex,SEX_FMLE,1,10.3,,GHO
MNG,MNG,2025,smoked,sex,SEX_MLE,1,49.4,,GHO
KWT,KWT,2025,smoked,sex,SEX_FMLE,1,2.3,,GHO
SRB,SRB,2020,smoked,sex,SEX_BTSX,1,39.8,,GHO
GHA,GHA,2023,smoked,sex,SEX_MLE,1,4.5,,GHO
AUS,AUS,2024,smoked,sex,SEX_MLE,1,13.4,,GHO
ROU,ROU,2015,smoked,sex,SEX_MLE,1,41.5,,GHO
ISL,ISL,2025,smoked,sex,SEX_BTSX,1,8.7,,GHO
ARM,ARM,2030,smoked,sex,SEX_MLE,1,47.4,,GHO
KGZ,KGZ,2030,smoked,sex,SEX_MLE,1,29.9,,GHO
CUB,CUB,2010,smoked,sex,SEX_BTSX,1,27.3,,GHO
ETH,ETH,2030,smoked,sex,SEX_MLE,1,5.7,,GHO
KOR,KOR,2022,smoked,sex,SEX_FMLE,1,5.8,,GHO
RWA,RWA,2015,smoked,sex,SEX_BTSX,1,15.6,,GHO
CHL,CHL,2030,smoked,sex,SEX_FMLE,1,21.1,,GHO
BWA,BWA,2023,smoked,sex,SEX_BTSX,1,15.0,,GHO
EST,EST,2025,smoked,sex,SEX_BTSX,1,23.5,,GHO
MNE,MNE,2025,smoked,sex,SEX_FMLE,1,34.5,,GHO
PRT,PRT,2025,smoked,sex,SEX_FMLE,1,22.9,,GHO
MHL,MHL,2024,smoked,sex,SEX_FMLE,1,4.1,,GHO
MAR,MAR,2023,smoked,sex,SEX_MLE,1,24.3,,GHO
GRC,GRC,2023,smoked,sex,SEX_FMLE,1,26.8,,GHO
SYC,SYC,2010,smoked,sex,SEX_BTSX,1,22.3,,GHO
JOR,JOR,2015,smoked,sex,SEX_MLE,1,54.1,,GHO
UZB,UZB,2020,smoked,sex,SEX_FMLE,1,0.9,,GHO
TUV,TUV,2030,smoked,sex,SEX_MLE,1,43.5,,GHO
MEX,MEX,2020,smoked,sex,SEX_BTSX,1,16.6,,GHO
BWA,BWA,2010,smoked,sex,SEX_MLE,1,30.2,,GHO
BDI,BDI,2020,smoked,sex,SEX_MLE,1,15.7,,GHO
BIH,BIH,2024,smoked,sex,SEX_FMLE,1,31.2,,GHO
NZL,NZL,2023,smoked,sex,SEX_FMLE,1,8.8,,GHO
PAN,PAN,2010,smoked,sex,SEX_FMLE,1,3.2,,GHO
PRT,PRT,2010,smoked,sex,SEX_FMLE,1,17.3,,GHO
TZA,TZA,2025,smoked,sex,SEX_BTSX,1,5.8,,GHO
USA,USA,2010,smoked,sex,SEX_FMLE,1,19.7,,GHO
HND,HND,2010,smoked,sex,SEX_BTSX,1,14.5,,GHO
MYS,MYS,2015,smoked,sex,SEX_MLE,1,38.1,,GHO
GRC,GRC,2024,smoked,sex,SEX_FMLE,1,26.2,,GHO
AUT,AUT,2030,smoked,sex,SEX_MLE,1,19.7,,GHO
ARE,ARE,2030,smoked,sex,SEX_BTSX,1,7.8,,GHO
ISL,ISL,2022,smoked,sex,SEX_BTSX,1,10.2,,GHO
ARM,ARM,2015,smoked,sex,SEX_BTSX,1,28.8,,GHO
HUN,HUN,2024,smoked,sex,SEX_FMLE,1,28.9,,GHO
GNB,GNB,2020,smoked,sex,SEX_MLE,1,17.4,,GHO
LBN,LBN,2024,smoked,sex,SEX_FMLE,1,39.7,,GHO
BLZ,BLZ,2025,smoked,sex,SEX_BTSX,1,8.4,,GHO
BRN,BRN,2024,smoked,sex,SEX_FMLE,1,2.1,,GHO
TUR,TUR,2024,smoked,sex,SEX_BTSX,1,31.1,,GHO
SEN,SEN,2024,smoked,sex,SEX_BTSX,1,5.4,,GHO
CHN,CHN,2023,smoked,sex,SEX_FMLE,1,1.5,,GHO
BEN,BEN,2022,smoked,sex,SEX_MLE,1,9.7,,GHO
MDA,MDA,2030,smoked,sex,SEX_BTSX,1,30.4,,GHO
SEN,SEN,2024,smoked,sex,SEX_MLE,1,10.2,,GHO
BLR,BLR,2030,smoked,sex,SEX_BTSX,1,22.5,,GHO
BLR,BLR,2015,smoked,sex,SEX_FMLE,1,11.5,,GHO
SEN,SEN,2024,smoked,sex,SEX_FMLE,1,0.6,,GHO
PRK,PRK,2022,smoked,sex,SEX_BTSX,1,16.4,,GHO
TGO,TGO,2030,smoked,sex,SEX_MLE,1,8.2,,GHO
ALB,ALB,2015,smoked,sex,SEX_FMLE,1,7.4,,GHO
TUV,TUV,2022,smoked,sex,SEX_FMLE,1,19.7,,GHO
MOZ,MOZ,2025,smoked,sex,SEX_BTSX,1,8.1,,GHO
PER,PER,2022,smoked,sex,SEX_FMLE,1,3.2,,GHO
MNG,MNG,2024,smoked,sex,SEX_MLE,1,49.3,,GHO
KWT,KWT,2010,smoked,sex,SEX_FMLE,1,3.3,,GHO
DEU,DEU,2020,smoked,sex,SEX_MLE,1,26.4,,GHO
ISR,ISR,2024,smoked,sex,SEX_BTSX,1,21.2,,GHO
GUY,GUY,2024,smoked,sex,SEX_BTSX,1,11.7,,GHO
DNK,DNK,2022,smoked,sex,SEX_MLE,1,17.9,,GHO
ISR,ISR,2024,smoked,sex,SEX_FMLE,1,13.8,,GHO
NLD,NLD,2024,smoked,sex,SEX_BTSX,1,20.5,,GHO
KIR,KIR,2025,smoked,sex,SEX_FMLE,1,24.5,,GHO
DEU,DEU,2023,smoked,sex,SEX_MLE,1,24.8,,GHO
TGO,TGO,2020,smoked,sex,SEX_BTSX,1,5.6,,GHO
KEN,KEN,2023,smoked,sex,SEX_BTSX,1,7.6,,GHO
KEN,KEN,2025,smoked,sex,SEX_MLE,1,13.1,,GHO
SLE,SLE,2022,smoked,sex,SEX_BTSX,1,12.4,,GHO
IRQ,IRQ,2010,smoked,sex,SEX_BTSX,1,21.1,,GHO
IND,IND,2024,smoked,sex,SEX_MLE,1,17.1,,GHO
LCA,LCA,2020,smoked,sex,SEX_MLE,1,25.9,,GHO
BGR,BGR,2023,smoked,sex,SEX_MLE,1,41.2,,GHO
CMR,CMR,2020,smoked,sex,SEX_FMLE,1,0.4,,GHO
HRV,HRV,2024,smoked,sex,SEX_BTSX,1,34.4,,GHO
URY,URY,2025,smoked,sex,SEX_BTSX,1,18.8,,GHO
TKM,TKM,2025,smoked,sex,SEX_BTSX,1,4.8,,GHO
DNK,DNK,2015,smoked,sex,SEX_MLE,1,23.3,,GHO
RUS,RUS,2015,smoked,sex,SEX_FMLE,1,14.0,,GHO
HND,HND,2025,smoked,sex,SEX_BTSX,1,12.1,,GHO
MUS,MUS,2024,smoked,sex,SEX_MLE,1,32.8,,GHO
QAT,QAT,2025,smoked,sex,SEX_MLE,1,20.2,,GHO
UGA,UGA,2030,smoked,sex,SEX_MLE,1,7.9,,GHO
ZMB,ZMB,2020,smoked,sex,SEX_MLE,1,23.6,,GHO
VNM,VNM,2015,smoked,sex,SEX_MLE,1,44.7,,GHO
NOR,NOR,2023,smoked,sex,SEX_MLE,1,15.0,,GHO
BTN,BTN,2022,smoked,sex,SEX_BTSX,1,7.6,,GHO
DZA,DZA,2020,smoked,sex,SEX_BTSX,1,17.1,,GHO
TZA,TZA,2020,smoked,sex,SEX_FMLE,1,1.4,,GHO
BTN,BTN,2024,smoked,sex,SEX_MLE,1,11.6,,GHO
NER,NER,2020,smoked,sex,SEX_MLE,1,11.7,,GHO
RWA,RWA,2015,smoked,sex,SEX_FMLE,1,7.1,,GHO
SAU,SAU,2010,smoked,sex,SEX_BTSX,1,12.9,,GHO
BLR,BLR,2030,smoked,sex,SEX_MLE,1,33.6,,GHO
MOZ,MOZ,2024,smoked,sex,SEX_MLE,1,15.0,,GHO
CYP,CYP,2022,smoked,sex,SEX_FMLE,1,19.0,,GHO
SRB,SRB,2024,smoked,sex,SEX_FMLE,1,40.2,,GHO
COK,COK,2010,smoked,sex,SEX_FMLE,1,27.5,,GHO
SWE,SWE,2020,smoked,sex,SEX_FMLE,1,10.6,,GHO
SYC,SYC,2030,smoked,sex,SEX_MLE,1,27.8,,GHO
BDI,BDI,2025,smoked,sex,SEX_BTSX,1,8.0,,GHO
KWT,KWT,2015,smoked,sex,SEX_BTSX,1,19.6,,GHO
MWI,MWI,2010,smoked,sex,SEX_FMLE,1,4.0,,GHO
KIR,KIR,2010,smoked,sex,SEX_BTSX,1,53.4,,GHO
IRL,IRL,2025,smoked,sex,SEX_MLE,1,20.7,,GHO
ECU,ECU,2023,smoked,sex,SEX_MLE,1,17.9,,GHO
SWE,SWE,2025,smoked,sex,SEX_BTSX,1,9.8,,GHO
AUT,AUT,2015,smoked,sex,SEX_FMLE,1,30.1,,GHO
TGO,TGO,2010,smoked,sex,SEX_MLE,1,14.4,,GHO
EST,EST,2010,smoked,sex,SEX_MLE,1,42.8,,GHO
NER,NER,2024,smoked,sex,SEX_MLE,1,11.5,,GHO
BHS,BHS,2020,smoked,sex,SEX_BTSX,1,12.9,,GHO
GTM,GTM,2024,smoked,sex,SEX_FMLE,1,1.8,,GHO
SLV,SLV,2022,smoked,sex,SEX_BTSX,1,8.6,,GHO
CRI,CRI,2025,smoked,sex,SEX_MLE,1,11.3,,GHO
KWT,KWT,2010,smoked,sex,SEX_MLE,1,36.6,,GHO
ECU,ECU,2024,smoked,sex,SEX_FMLE,1,2.5,,GHO
TZA,TZA,2010,smoked,sex,SEX_FMLE,1,1.8,,GHO
ARE,ARE,2023,smoked,sex,SEX_MLE,1,15.7,,GHO
LBY,LBY,2022,smoked,sex,SEX_BTSX,1,23.3,,GHO
MRT,MRT,2010,smoked,sex,SEX_FMLE,1,3.1,,GHO
IRL,IRL,2024,smoked,sex,SEX_FMLE,1,15.3,,GHO
LCA,LCA,2022,smoked,sex,SEX_FMLE,1,3.1,,GHO
TON,TON,2030,smoked,sex,SEX_MLE,1,47.0,,GHO
LUX,LUX,2025,smoked,sex,SEX_BTSX,1,24.3,,GHO
TUN,TUN,2024,smoked,sex,SEX_BTSX,1,23.8,,GHO
GBR,GBR,2024,smoked,sex,SEX_MLE,1,14.6,,GHO
LBY,LBY,2024,smoked,sex,SEX_BTSX,1,22.8,,GHO
CMR,CMR,2022,smoked,sex,SEX_MLE,1,10.8,,GHO
IRQ,IRQ,2010,smoked,sex,SEX_FMLE,1,3.8,,GHO
CMR,CMR,2023,smoked,sex,SEX_MLE,1,10.3,,GHO
PRK,PRK,2024,smoked,sex,SEX_BTSX,1,15.6,,GHO
ESP,ESP,2025,smoked,sex,SEX_FMLE,1,26.1,,GHO
CMR,CMR,2010,smoked,sex,SEX_BTSX,1,9.3,,GHO
BRA,BRA,2023,smoked,sex,SEX_BTSX,1,12.2,,GHO
MAR,MAR,2023,smoked,sex,SEX_FMLE,1,1.3,,GHO
SLV,SLV,2024,smoked,sex,SEX_FMLE,1,2.2,,GHO
UZB,UZB,2023,smoked,sex,SEX_MLE,1,19.8,,GHO
COD,COD,2015,smoked,sex,SEX_BTSX,1,11.1,,GHO
ITA,ITA,2020,smoked,sex,SEX_MLE,1,26.8,,GHO
SLV,SLV,2010,smoked,sex,SEX_FMLE,1,2.9,,GHO
PAN,PAN,2015,smoked,sex,SEX_MLE,1,10.7,,GHO
GBR,GBR,2020,smoked,sex,SEX_FMLE,1,13.4,,GHO
TLS,TLS,2015,smoked,sex,SEX_MLE,1,75.7,,GHO
BHR,BHR,2020,smoked,sex,SEX_FMLE,1,6.0,,GHO
KGZ,KGZ,2010,smoked,sex,SEX_FMLE,1,2.7,,GHO
GBR,GBR,2023,smoked,sex,SEX_MLE,1,15.3,,GHO
KGZ,KGZ,2023,smoked,sex,SEX_MLE,1,33.7,,GHO
DZA,DZA,2022,smoked,sex,SEX_BTSX,1,17.2,,GHO
GRC,GRC,2020,smoked,sex,SEX_BTSX,1,33.0,,GHO
NGA,NGA,2015,smoked,sex,SEX_FMLE,1,0.4,,GHO
CAN,CAN,2025,smoked,sex,SEX_FMLE,1,8.2,,GHO
LSO,LSO,2015,smoked,sex,SEX_FMLE,1,0.9,,GHO
MLT,MLT,2023,smoked,sex,SEX_FMLE,1,23.1,,GHO
GHA,GHA,2022,smoked,sex,SEX_MLE,1,4.7,,GHO
LTU,LTU,2025,smoked,sex,SEX_MLE,1,36.9,,GHO
AND,AND,2030,smoked,sex,SEX_MLE,1,32.8,,GHO
JOR,JOR,2010,smoked,sex,SEX_FMLE,1,11.9,,GHO
KWT,KWT,2023,smoked,sex,SEX_FMLE,1,2.4,,GHO
NPL,NPL,2020,smoked,sex,SEX_BTSX,1,18.8,,GHO
IDN,IDN,2022,smoked,sex,SEX_MLE,1,59.4,,GHO
AZE,AZE,2015,smoked,sex,SEX_FMLE,1,0.2,,GHO
TLS,TLS,2025,smoked,sex,SEX_BTSX,1,43.4,,GHO
CUB,CUB,2020,smoked,sex,SEX_FMLE,1,10.6,,GHO
ARG,ARG,2023,smoked,sex,SEX_MLE,1,27.6,,GHO
CIV,CIV,2023,smoked,sex,SEX_BTSX,1,7.5,,GHO
NLD,NLD,2030,smoked,sex,SEX_MLE,1,20.5,,GHO
SLB,SLB,2025,smoked,sex,SEX_FMLE,1,20.5,,GHO
LAO,LAO,2030,smoked,sex,SEX_MLE,1,37.5,,GHO
TLS,TLS,2022,smoked,sex,SEX_FMLE,1,9.7,,GHO
STP,STP,2024,smoked,sex,SEX_MLE,1,10.2,,GHO
FIN,FIN,2020,smoked,sex,SEX_FMLE,1,16.1,,GHO
DNK,DNK,2030,smoked,sex,SEX_FMLE,1,12.0,,GHO
COG,COG,2023,smoked,sex,SEX_BTSX,1,15.3,,GHO
TCD,TCD,2030,smoked,sex,SEX_FMLE,1,1.6,,GHO
TKM,TKM,2030,smoked,sex,SEX_BTSX,1,4.0,,GHO
LBR,LBR,2015,smoked,sex,SEX_MLE,1,13.3,,GHO
MUS,MUS,2020,smoked,sex,SEX_FMLE,1,2.8,,GHO
BTN,BTN,2024,smoked,sex,SEX_FMLE,1,3.0,,GHO
LBN,LBN,2024,smoked,sex,SEX_BTSX,1,46.9,,GHO
ITA,ITA,2023,smoked,sex,SEX_MLE,1,25.9,,GHO
BEL,BEL,2023,smoked,sex,SEX_MLE,1,26.8,,GHO
TKM,TKM,2020,smoked,sex,SEX_FMLE,1,0.5,,GHO
LUX,LUX,2010,smoked,sex,SEX_MLE,1,29.5,,GHO
FRA,FRA,2022,smoked,sex,SEX_FMLE,1,31.1,,GHO
VNM,VNM,2020,smoked,sex,SEX_MLE,1,42.4,,GHO
BIH,BIH,2015,smoked,sex,SEX_MLE,1,48.0,,GHO
HRV,HRV,2010,smoked,sex,SEX_BTSX,1,34.8,,GHO
ZMB,ZMB,2015,smoked,sex,SEX_FMLE,1,3.4,,GHO
ISR,ISR,2025,smoked,sex,SEX_MLE,1,28.2,,GHO
COM,COM,2030,smoked,sex,SEX_MLE,1,10.2,,GHO
KGZ,KGZ,2024,smoked,sex,SEX_BTSX,1,17.9,,GHO
ZAF,ZAF,2010,smoked,sex,SEX_BTSX,1,23.0,,GHO
BOL,BOL,2024,smoked,sex,SEX_FMLE,1,4.1,,GHO
LAO,LAO,2020,smoked,sex,SEX_BTSX,1,26.1,,GHO
NZL,NZL,2020,smoked,sex,SEX_BTSX,1,11.3,,GHO
IRQ,IRQ,2015,smoked,sex,SEX_BTSX,1,20.6,,GHO
MLI,MLI,2020,smoked,sex,SEX_MLE,1,13.1,,GHO
PLW,PLW,2024,smoked,sex,SEX_MLE,1,27.4,,GHO
MNE,MNE,2024,smoked,sex,SEX_BTSX,1,37.2,,GHO
KHM,KHM,2015,smoked,sex,SEX_BTSX,1,19.5,,GHO
ITA,ITA,2025,smoked,sex,SEX_MLE,1,25.4,,GHO
SYC,SYC,2030,smoked,sex,SEX_BTSX,1,15.6,,GHO
GUY,GUY,2024,smoked,sex,SEX_MLE,1,21.2,,GHO
DNK,DNK,2024,smoked,sex,SEX_FMLE,1,15.0,,GHO
KAZ,KAZ,2015,smoked,sex,SEX_FMLE,1,7.7,,GHO
RUS,RUS,2010,smoked,sex,SEX_FMLE,1,13.7,,GHO
CHL,CHL,2023,smoked,sex,SEX_MLE,1,29.9,,GHO
TKM,TKM,2010,smoked,sex,SEX_BTSX,1,8.5,,GHO
FJI,FJI,2020,smoked,sex,SEX_BTSX,1,27.0,,GHO
BRN,BRN,2015,smoked,sex,SEX_BTSX,1,15.9,,GHO
GMB,GMB,2022,smoked,sex,SEX_BTSX,1,11.0,,GHO
ZAF,ZAF,2023,smoked,sex,SEX_MLE,1,38.6,,GHO
NLD,NLD,2015,smoked,sex,SEX_BTSX,1,24.9,,GHO
ESP,ESP,2022,smoked,sex,SEX_BTSX,1,28.1,,GHO
ALB,ALB,2023,smoked,sex,SEX_MLE,1,37.4,,GHO
VUT,VUT,2010,smoked,sex,SEX_BTSX,1,26.0,,GHO
ZMB,ZMB,2020,smoked,sex,SEX_BTSX,1,13.3,,GHO
KOR,KOR,2010,smoked,sex,SEX_BTSX,1,27.0,,GHO
BRA,BRA,2022,smoked,sex,SEX_BTSX,1,12.5,,GHO
MUS,MUS,2015,smoked,sex,SEX_BTSX,1,20.5,,GHO
KGZ,KGZ,2025,smoked,sex,SEX_BTSX,1,17.7,,GHO
GEO,GEO,2030,smoked,sex,SEX_BTSX,1,30.9,,GHO
MWI,MWI,2015,smoked,sex,SEX_MLE,1,19.9,,GHO
MDG,MDG,2022,smoked,sex,SEX_BTSX,1,16.3,,GHO
CAN,CAN,2024,smoked,sex,SEX_FMLE,1,8.7,,GHO
KHM,KHM,2023,smoked,sex,SEX_FMLE,1,2.0,,GHO
BGR,BGR,2010,smoked,sex,SEX_FMLE,1,33.8,,GHO
CIV,CIV,2020,smoked,sex,SEX_MLE,1,15.7,,GHO
UKR,UKR,2015,smoked,sex,SEX_BTSX,1,28.0,,GHO
PSE,PSE,2020,smoked,sex,SEX_FMLE,1,8.1,,GHO
SVK,SVK,2010,smoked,sex,SEX_MLE,1,39.4,,GHO
BRN,BRN,2015,smoked,sex,SEX_FMLE,1,2.9,,GHO
LCA,LCA,2010,smoked,sex,SEX_MLE,1,29.1,,GHO
BOL,BOL,2025,smoked,sex,SEX_MLE,1,20.3,,GHO
IRN,IRN,2020,smoked,sex,SEX_FMLE,1,0.7,,GHO
CRI,CRI,2010,smoked,sex,SEX_MLE,1,18.2,,GHO
BTN,BTN,2022,smoked,sex,SEX_FMLE,1,3.4,,GHO
GRC,GRC,2022,smoked,sex,SEX_FMLE,1,27.3,,GHO
KOR,KOR,2024,smoked,sex,SEX_MLE,1,31.5,,GHO
MKD,MKD,2030,smoked,sex,SEX_FMLE,1,38.1,,GHO
ESP,ESP,2022,smoked,sex,SEX_FMLE,1,26.4,,GHO
MHL,MHL,2025,smoked,sex,SEX_MLE,1,42.7,,GHO
RWA,RWA,2020,smoked,sex,SEX_FMLE,1,5.1,,GHO
GUY,GUY,2025,smoked,sex,SEX_MLE,1,20.4,,GHO
LKA,LKA,2025,smoked,sex,SEX_MLE,1,25.9,,GHO
NZL,NZL,2025,smoked,sex,SEX_FMLE,1,8.0,,GHO
THA,THA,2010,smoked,sex,SEX_MLE,1,43.0,,GHO
TUN,TUN,2030,smoked,sex,SEX_MLE,1,43.3,,GHO
LBY,LBY,2025,smoked,sex,SEX_FMLE,1,0.2,,GHO
LSO,LSO,2030,smoked,sex,SEX_MLE,1,46.6,,GHO
UKR,UKR,2030,smoked,sex,SEX_MLE,1,31.4,,GHO
KIR,KIR,2024,smoked,sex,SEX_BTSX,1,37.7,,GHO
ISL,ISL,2015,smoked,sex,SEX_MLE,1,14.9,,GHO
COM,COM,2025,smoked,sex,SEX_FMLE,1,0.7,,GHO
SGP,SGP,2020,smoked,sex,SEX_MLE,1,23.0,,GHO
MRT,MRT,2022,smoked,sex,SEX_BTSX,1,9.3,,GHO
CRI,CRI,2030,smoked,sex,SEX_FMLE,1,3.3,,GHO
PNG,PNG,2020,smoked,sex,SEX_BTSX,1,41.4,,GHO
CIV,CIV,2020,smoked,sex,SEX_FMLE,1,1.1,,GHO
PRY,PRY,2023,smoked,sex,SEX_MLE,1,10.8,,GHO
LUX,LUX,2030,smoked,sex,SEX_MLE,1,23.9,,GHO
TCD,TCD,2010,smoked,sex,SEX_BTSX,1,9.1,,GHO
ESP,ESP,2020,smoked,sex,SEX_FMLE,1,26.5,,GHO
FRA,FRA,2020,smoked,sex,SEX_FMLE,1,30.9,,GHO
URY,URY,2025,smoked,sex,SEX_MLE,1,21.5,,GHO
CHN,CHN,2024,smoked,sex,SEX_BTSX,1,22.8,,GHO
DEU,DEU,2023,smoked,sex,SEX_BTSX,1,22.4,,GHO
SVN,SVN,2015,smoked,sex,SEX_MLE,1,23.2,,GHO
TUV,TUV,2025,smoked,sex,SEX_BTSX,1,32.9,,GHO
MDA,MDA,2022,smoked,sex,SEX_BTSX,1,28.3,,GHO
JOR,JOR,2024,smoked,sex,SEX_MLE,1,55.1,,GHO
SYC,SYC,2022,smoked,sex,SEX_MLE,1,31.1,,GHO
VNM,VNM,2015,smoked,sex,SEX_BTSX,1,22.9,,GHO
KIR,KIR,2010,smoked,sex,SEX_MLE,1,67.9,,GHO
TUN,TUN,2022,smoked,sex,SEX_MLE,1,46.3,,GHO
THA,THA,2022,smoked,sex,SEX_MLE,1,35.4,,GHO
BTN,BTN,2015,smoked,sex,SEX_FMLE,1,5.0,,GHO
DNK,DNK,2023,smoked,sex,SEX_BTSX,1,16.3,,GHO
CHE,CHE,2020,smoked,sex,SEX_FMLE,1,22.5,,GHO
PRK,PRK,2022,smoked,sex,SEX_FMLE,1,0.0,,GHO
BWA,BWA,2015,smoked,sex,SEX_BTSX,1,16.9,,GHO
SVK,SVK,2030,smoked,sex,SEX_BTSX,1,29.2,,GHO
LSO,LSO,2030,smoked,sex,SEX_BTSX,1,24.3,,GHO
PLW,PLW,2023,smoked,sex,SEX_MLE,1,27.7,,GHO
BGR,BGR,2015,smoked,sex,SEX_FMLE,1,34.8,,GHO
TON,TON,2024,smoked,sex,SEX_BTSX,1,32.1,,GHO
MHL,MHL,2015,smoked,sex,SEX_MLE,1,40.6,,GHO
HUN,HUN,2025,smoked,sex,SEX_MLE,1,32.4,,GHO
GUY,GUY,2022,smoked,sex,SEX_BTSX,1,12.5,,GHO
KEN,KEN,2022,smoked,sex,SEX_MLE,1,14.6,,GHO
PRK,PRK,2023,smoked,sex,SEX_BTSX,1,16.0,,GHO
ARE,ARE,2023,smoked,sex,SEX_BTSX,1,9.2,,GHO
KAZ,KAZ,2025,smoked,sex,SEX_FMLE,1,6.8,,GHO
ESP,ESP,2025,smoked,sex,SEX_BTSX,1,27.3,,GHO
JAM,JAM,2023,smoked,sex,SEX_MLE,1,18.8,,GHO
LBN,LBN,2030,smoked,sex,SEX_MLE,1,58.5,,GHO
USA,USA,2025,smoked,sex,SEX_FMLE,1,11.1,,GHO
PRY,PRY,2025,smoked,sex,SEX_MLE,1,9.5,,GHO
NZL,NZL,2024,smoked,sex,SEX_FMLE,1,8.4,,GHO
CPV,CPV,2020,smoked,sex,SEX_BTSX,1,8.0,,GHO
SVN,SVN,2024,smoked,sex,SEX_BTSX,1,20.9,,GHO
CHL,CHL,2022,smoked,sex,SEX_BTSX,1,27.9,,GHO
NGA,NGA,2024,smoked,sex,SEX_FMLE,1,0.3,,GHO
QAT,QAT,2022,smoked,sex,SEX_BTSX,1,11.9,,GHO
MUS,MUS,2025,smoked,sex,SEX_BTSX,1,17.3,,GHO
PRY,PRY,2030,smoked,sex,SEX_BTSX,1,4.3,,GHO
KEN,KEN,2010,smoked,sex,SEX_BTSX,1,12.3,,GHO
COK,COK,2030,smoked,sex,SEX_FMLE,1,23.2,,GHO
BRN,BRN,2010,smoked,sex,SEX_BTSX,1,16.8,,GHO
LKA,LKA,2024,smoked,sex,SEX_FMLE,1,0.4,,GHO
ARG,ARG,2023,smoked,sex,SEX_FMLE,1,20.3,,GHO
CHL,CHL,2024,smoked,sex,SEX_MLE,1,29.2,,GHO
KHM,KHM,2020,smoked,sex,SEX_MLE,1,31.7,,GHO
BFA,BFA,2023,smoked,sex,SEX_MLE,1,13.8,,GHO
AND,AND,2010,smoked,sex,SEX_MLE,1,39.2,,GHO
HTI,HTI,2023,smoked,sex,SEX_BTSX,1,8.1,,GHO
NGA,NGA,2020,smoked,sex,SEX_MLE,1,6.5,,GHO
TZA,TZA,2020,smoked,sex,SEX_MLE,1,14.2,,GHO
SWE,SWE,2020,smoked,sex,SEX_BTSX,1,12.4,,GHO
MDG,MDG,2024,smoked,sex,SEX_BTSX,1,16.1,,GHO
SRB,SRB,2030,smoked,sex,SEX_FMLE,1,41.9,,GHO
DEU,DEU,2022,smoked,sex,SEX_FMLE,1,20.4,,GHO
ITA,ITA,2015,smoked,sex,SEX_BTSX,1,23.7,,GHO
GNB,GNB,2030,smoked,sex,SEX_MLE,1,13.4,,GHO
BGD,BGD,2022,smoked,sex,SEX_MLE,1,34.8,,GHO
BOL,BOL,2025,smoked,sex,SEX_FMLE,1,3.8,,GHO
ETH,ETH,2025,smoked,sex,SEX_MLE,1,6.1,,GHO
HUN,HUN,2022,smoked,sex,SEX_MLE,1,33.6,,GHO
RUS,RUS,2025,smoked,sex,SEX_BTSX,1,24.5,,GHO
OMN,OMN,2020,smoked,sex,SEX_FMLE,1,0.3,,GHO
KHM,KHM,2010,smoked,sex,SEX_MLE,1,41.1,,GHO
MDA,MDA,2025,smoked,sex,SEX_MLE,1,51.2,,GHO
CHL,CHL,2030,smoked,sex,SEX_BTSX,1,23.3,,GHO
PER,PER,2015,smoked,sex,SEX_BTSX,1,17.6,,GHO
KWT,KWT,2020,smoked,sex,SEX_BTSX,1,19.4,,GHO
BLR,BLR,2025,smoked,sex,SEX_BTSX,1,24.4,,GHO
SYC,SYC,2025,smoked,sex,SEX_BTSX,1,16.9,,GHO
CRI,CRI,2024,smoked,sex,SEX_BTSX,1,7.9,,GHO
AND,AND,2015,smoked,sex,SEX_MLE,1,37.5,,GHO
STP,STP,2023,smoked,sex,SEX_BTSX,1,5.6,,GHO
CIV,CIV,2022,smoked,sex,SEX_FMLE,1,1.1,,GHO
MNG,MNG,2015,smoked,sex,SEX_BTSX,1,28.9,,GHO
ECU,ECU,2030,smoked,sex,SEX_BTSX,1,9.5,,GHO
STP,STP,2020,smoked,sex,SEX_BTSX,1,5.6,,GHO
TCD,TCD,2023,smoked,sex,SEX_MLE,1,13.2,,GHO
JAM,JAM,2023,smoked,sex,SEX_BTSX,1,11.7,,GHO
ZMB,ZMB,2010,smoked,sex,SEX_MLE,1,26.2,,GHO
CHE,CHE,2030,smoked,sex,SEX_BTSX,1,21.8,,GHO
KEN,KEN,2022,smoked,sex,SEX_FMLE,1,1.1,,GHO
COL,COL,2030,smoked,sex,SEX_FMLE,1,3.5,,GHO
AFG,AFG,2024,smoked,sex,SEX_FMLE,1,1.7,,GHO
RWA,RWA,2020,smoked,sex,SEX_MLE,1,17.3,,GHO
PAN,PAN,2010,smoked,sex,SEX_MLE,1,13.3,,GHO
NOR,NOR,2025,smoked,sex,SEX_FMLE,1,11.0,,GHO
EST,EST,2015,smoked,sex,SEX_BTSX,1,29.7,,GHO
