country,iso3,year,indicator_abbr,dimension,subgroup,order,estimate,population,data_source
SGP,SGP,2020,smoked,sex,SEX_BTSX,1,14.3,,GHO
SGP,SGP,2023,smoked,sex,SEX_MLE,1,22.2,,GHO
GHA,GHA,2015,smoked,sex,SEX_MLE,1,6.2,,GHO
MNE,MNE,2024,smoked,sex,SEX_MLE,1,39.9,,GHO
SVK,SVK,2023,smoked,sex,SEX_BTSX,1,29.6,,GHO
SVN,SVN,2022,smoked,sex,SEX_MLE,1,21.8,,GHO
TUN,TUN,2010,smoked,sex,SEX_FMLE,1,2.9,,GHO
GUY,GUY,2020,smoked,sex,SEX_BTSX,1,13.5,,GHO
BHR,BHR,2024,smoked,sex,SEX_MLE,1,24.9,,GHO
COM,COM,2022,smoked,sex,SEX_BTSX,1,7.4,,GHO
BIH,BIH,2010,smoked,sex,SEX_MLE,1,51.2,,GHO
TON,TON,2015,smoked,sex,SEX_MLE,1,49.6,,GHO
HND,HND,2020,smoked,sex,SEX_BTSX,1,12.8,,GHO
SLE,SLE,2025,smoked,sex,SEX_BTSX,1,10.7,,GHO
FIN,FIN,2025,smoked,sex,SEX_FMLE,1,14.5,,GHO
COD,COD,2023,smoked,sex,SEX_MLE,1,17.8,,GHO
TUR,TUR,2015,smoked,sex,SEX_BTSX,1,31.5,,GHO
LBR,LBR,2030,smoked,sex,SEX_BTSX,1,3.9,,GHO
SGP,SGP,2025,smoked,sex,SEX_MLE,1,21.8,,GHO
MUS,MUS,2025,smoked,sex,SEX_MLE,1,32.3,,GHO
TUR,TUR,2010,smoked,sex,SEX_BTSX,1,31.8,,GHO
SRB,SRB,2022,smoked,sex,SEX_MLE,1,39.6,,GHO
PRY,PRY,2015,smoked,sex,SEX_BTSX,1,11.5,,GHO
LCA,LCA,2025,smoked,sex,SEX_FMLE,1,2.8,,GHO
CYP,CYP,2023,smoked,sex,SEX_MLE,1,46.3,,GHO
SRB,SRB,2010,smoked,sex,SEX_FMLE,1,36.7,,GHO
MDV,MDV,2015,smoked,sex,SEX_BTSX,1,26.5,,GHO
CZE,CZE,2025,smoked,sex,SEX_BTSX,1,28.1,,GHO
NRU,NRU,2015,smoked,sex,SEX_FMLE,1,46.7,,GHO
POL,POL,2015,smoked,sex,SEX_MLE,1,31.7,,GHO
PSE,PSE,2023,smoked,sex,SEX_MLE,1,55.7,,GHO
PHL,PHL,2025,smoked,sex,SEX_BTSX,1,19.5,,GHO
SYC,SYC,2030,smoked,sex,SEX_FMLE,1,3.4,,GHO
MNE,MNE,2010,smoked,sex,SEX_MLE,1,39.9,,GHO
CUB,CUB,2030,smoked,sex,SEX_FMLE,1,6.4,,GHO
AZE,AZE,2025,smoked,sex,SEX_BTSX,1,18.2,,GHO
PSE,PSE,2015,smoked,sex,SEX_FMLE,1,6.7,,GHO
VUT,VUT,2015,smoked,sex,SEX_MLE,1,43.6,,GHO
MAR,MAR,2030,smoked,sex,SEX_BTSX,1,11.2,,GHO
BHS,BHS,2025,smoked,sex,SEX_FMLE,1,2.2,,GHO
LKA,LKA,2025,smoked,sex,SEX_FMLE,1,0.4,,GHO
GUY,GUY,2010,smoked,sex,SEX_FMLE,1,3.7,,GHO
MDA,MDA,2020,smoked,sex,SEX_BTSX,1,27.7,,GHO
TCD,TCD,2022,smoked,sex,SEX_FMLE,1,1.9,,GHO
LCA,LCA,2020,smoked,sex,SEX_FMLE,1,3.4,,GHO
SVN,SVN,2024,smoked,sex,SEX_MLE,1,21.3,,GHO
UZB,UZB,2030,smoked,sex,SEX_FMLE,1,0.8,,GHO
PRT,PRT,2030,smoked,sex,SEX_MLE,1,35.5,,GHO
MOZ,MOZ,2023,smoked,sex,SEX_FMLE,1,2.0,,GHO
POL,POL,2015,smoked,sex,SEX_FMLE,1,22.7,,GHO
PAK,PAK,2025,smoked,sex,SEX_BTSX,1,12.5,,GHO
PHL,PHL,2030,smoked,sex,SEX_BTSX,1,17.5,,GHO
COL,COL,2015,smoked,sex,SEX_MLE,1,14.4,,GHO
NZL,NZL,2010,smoked,sex,SEX_FMLE,1,17.2,,GHO
BLR,BLR,2030,smoked,sex,SEX_FMLE,1,11.5,,GHO
CHE,CHE,2015,smoked,sex,SEX_FMLE,1,22.9,,GHO
NOR,NOR,2010,smoked,sex,SEX_BTSX,1,26.8,,GHO
BHS,BHS,2025,smoked,sex,SEX_BTSX,1,13.8,,GHO
NZL,NZL,2022,smoked,sex,SEX_FMLE,1,9.3,,GHO
ISL,ISL,2024,smoked,sex,SEX_FMLE,1,9.0,,GHO
PRY,PRY,2010,smoked,sex,SEX_BTSX,1,16.0,,GHO
IDN,IDN,2030,smoked,sex,SEX_FMLE,1,0.8,,GHO
UGA,UGA,2015,smoked,sex,SEX_MLE,1,15.3,,GHO
TKM,TKM,2023,smoked,sex,SEX_MLE,1,9.9,,GHO
MOZ,MOZ,2030,smoked,sex,SEX_MLE,1,12.0,,GHO
SLV,SLV,2025,smoked,sex,SEX_MLE,1,13.7,,GHO
AND,AND,2020,smoked,sex,SEX_FMLE,1,34.9,,GHO
ITA,ITA,2023,smoked,sex,SEX_BTSX,1,22.6,,GHO
GTM,GTM,2010,smoked,sex,SEX_MLE,1,23.1,,GHO
WSM,WSM,2030,smoked,sex,SEX_MLE,1,28.6,,GHO
AUS,AUS,2020,smoked,sex,SEX_BTSX,1,13.2,,GHO
GEO,GEO,2020,smoked,sex,SEX_FMLE,1,7.8,,GHO
PLW,PLW,2015,smoked,sex,SEX_BTSX,1,19.8,,GHO
AUS,AUS,2030,smoked,sex,SEX_FMLE,1,8.1,,GHO
DEU,DEU,2030,smoked,sex,SEX_BTSX,1,19.5,,GHO
WSM,WSM,2030,smoked,sex,SEX_FMLE,1,12.5,,GHO
TZA,TZA,2015,smoked,sex,SEX_BTSX,1,10.5,,GHO
HRV,HRV,2010,smoked,sex,SEX_MLE,1,39.4,,GHO
TUV,TUV,2010,smoked,sex,SEX_BTSX,1,41.1,,GHO
AND,AND,2015,smoked,sex,SEX_BTSX,1,35.4,,GHO
URY,URY,2015,smoked,sex,SEX_MLE,1,27.7,,GHO
LTU,LTU,2020,smoked,sex,SEX_MLE,1,38.8,,GHO
AZE,AZE,2015,smoked,sex,SEX_BTSX,1,22.4,,GHO
JOR,JOR,2030,smoked,sex,SEX_MLE,1,55.2,,GHO
PRT,PRT,2023,smoked,sex,SEX_BTSX,1,28.4,,GHO
BGD,BGD,2024,smoked,sex,SEX_MLE,1,33.1,,GHO
STP,STP,2023,smoked,sex,SEX_FMLE,1,1.1,,GHO
BLR,BLR,2024,smoked,sex,SEX_MLE,1,38.0,,GHO
BGD,BGD,2015,smoked,sex,SEX_FMLE,1,1.0,,GHO
TKM,TKM,2025,smoked,sex,SEX_FMLE,1,0.4,,GHO
LVA,LVA,2010,smoked,sex,SEX_MLE,1,50.4,,GHO
UGA,UGA,2010,smoked,sex,SEX_BTSX,1,11.7,,GHO
MDG,MDG,2010,smoked,sex,SEX_BTSX,1,18.5,,GHO
GBR,GBR,2022,smoked,sex,SEX_FMLE,1,12.2,,GHO
UZB,UZB,2030,smoked,sex,SEX_MLE,1,17.2,,GHO
MRT,MRT,2023,smoked,sex,SEX_MLE,1,16.3,,GHO
STP,STP,2015,smoked,sex,SEX_MLE,1,10.0,,GHO
ARE,ARE,2024,smoked,sex,SEX_FMLE,1,2.6,,GHO
IRL,IRL,2023,smoked,sex,SEX_BTSX,1,18.7,,GHO
CZE,CZE,2020,smoked,sex,SEX_BTSX,1,29.3,,GHO
CHE,CHE,2024,smoked,sex,SEX_BTSX,1,23.1,,GHO
TUN,TUN,2023,smoked,sex,SEX_BTSX,1,24.0,,GHO
IND,IND,2025,smoked,sex,SEX_BTSX,1,8.9,,GHO
TON,TON,2023,smoked,sex,SEX_MLE,1,48.0,,GHO
SWZ,SWZ,2022,smoked,sex,SEX_MLE,1,16.9,,GHO
COM,COM,2015,smoked,sex,SEX_BTSX,1,10.2,,GHO
CPV,CPV,2023,smoked,sex,SEX_MLE,1,12.4,,GHO
MYS,MYS,2025,smoked,sex,SEX_BTSX,1,16.6,,GHO
MDG,MDG,2030,smoked,sex,SEX_MLE,1,29.7,,GHO
URY,URY,2024,smoked,sex,SEX_MLE,1,22.0,,GHO
CMR,CMR,2030,smoked,sex,SEX_MLE,1,7.9,,GHO
LVA,LVA,2022,smoked,sex,SEX_BTSX,1,31.5,,GHO
SGP,SGP,2015,smoked,sex,SEX_BTSX,1,14.9,,GHO
MNG,MNG,2024,smoked,sex,SEX_BTSX,1,27.9,,GHO
BLZ,BLZ,2024,smoked,sex,SEX_FMLE,1,2.0,,GHO
TGO,TGO,2010,smoked,sex,SEX_BTSX,1,7.6,,GHO
TKM,TKM,2020,smoked,sex,SEX_BTSX,1,5.8,,GHO
BWA,BWA,2024,smoked,sex,SEX_BTSX,1,14.7,,GHO
AND,AND,2010,smoked,sex,SEX_FMLE,1,31.6,,GHO
LBR,LBR,2024,smoked,sex,SEX_BTSX,1,5.0,,GHO
PAK,PAK,2015,smoked,sex,SEX_MLE,1,27.3,,GHO
QAT,QAT,2020,smoked,sex,SEX_BTSX,1,11.9,,GHO
AND,AND,2022,smoked,sex,SEX_MLE,1,35.0,,GHO
RWA,RWA,2010,smoked,sex,SEX_BTSX,1,21.4,,GHO
IRQ,IRQ,2015,smoked,sex,SEX_FMLE,1,2.9,,GHO
ECU,ECU,2024,smoked,sex,SEX_MLE,1,17.7,,GHO
THA,THA,2020,smoked,sex,SEX_BTSX,1,19.0,,GHO
FIN,FIN,2023,smoked,sex,SEX_FMLE,1,15.1,,GHO
KGZ,KGZ,2023,smoked,sex,SEX_FMLE,1,2.9,,GHO
SLV,SLV,2023,smoked,sex,SEX_BTSX,1,8.4,,GHO
TCD,TCD,2015,smoked,sex,SEX_MLE,1,14.7,,GHO
MNE,MNE,2030,smoked,sex,SEX_FMLE,1,35.3,,GHO
GNB,GNB,2030,smoked,sex,SEX_FMLE,1,0.3,,GHO
TON,TON,2023,smoked,sex,SEX_FMLE,1,16.1,,GHO
PHL,PHL,2025,smoked,sex,SEX_MLE,1,34.9,,GHO
MOZ,MOZ,2010,smoked,sex,SEX_FMLE,1,5.0,,GHO
NGA,NGA,2024,smoked,sex,SEX_MLE,1,5.8,,GHO
SVN,SVN,2010,smoked,sex,SEX_MLE,1,24.6,,GHO
MDV,MDV,2024,smoked,sex,SEX_MLE,1,41.7,,GHO
ECU,ECU,2020,smoked,sex,SEX_MLE,1,18.4,,GHO
POL,POL,2020,smoked,sex,SEX_BTSX,1,24.0,,GHO
COM,COM,2024,smoked,sex,SEX_FMLE,1,0.8,,GHO
FIN,FIN,2015,smoked,sex,SEX_MLE,1,23.1,,GHO
LTU,LTU,2020,smoked,sex,SEX_FMLE,1,19.7,,GHO
LSO,LSO,2023,smoked,sex,SEX_FMLE,1,1.4,,GHO
AUS,AUS,2025,smoked,sex,SEX_BTSX,1,11.2,,GHO
TGO,TGO,2022,smoked,sex,SEX_MLE,1,10.2,,GHO
AZE,AZE,2020,smoked,sex,SEX_FMLE,1,0.1,,GHO
SRB,SRB,2022,smoked,sex,SEX_BTSX,1,39.6,,GHO
PRT,PRT,2024,smoked,sex,SEX_MLE,1,34.8,,GHO
URY,URY,2023,smoked,sex,SEX_MLE,1,22.6,,GHO
MMR,MMR,2025,smoked,sex,SEX_BTSX,1,24.3,,GHO
ESP,ESP,2010,smoked,sex,SEX_FMLE,1,27.0,,GHO
BGR,BGR,2015,smoked,sex,SEX_MLE,1,45.9,,GHO
ZWE,ZWE,2030,smoked,sex,SEX_FMLE,1,0.5,,GHO
KAZ,KAZ,2020,smoked,sex,SEX_MLE,1,37.0,,GHO
SVK,SVK,2015,smoked,sex,SEX_MLE,1,36.9,,GHO
NGA,NGA,2023,smoked,sex,SEX_BTSX,1,3.1,,GHO
AFG,AFG,2025,smoked,sex,SEX_BTSX,1,8.2,,GHO
TUV,TUV,2030,smoked,sex,SEX_FMLE,1,17.9,,GHO
JPN,JPN,2020,smoked,sex,SEX_FMLE,1,9.6,,GHO
SAU,SAU,2020,smoked,sex,SEX_BTSX,1,13.3,,GHO
MNG,MNG,2022,smoked,sex,SEX_FMLE,1,6.6,,GHO
IDN,IDN,2022,smoked,sex,SEX_BTSX,1,30.3,,GHO
UGA,UGA,2022,smoked,sex,SEX_MLE,1,11.2,,GHO
PER,PER,2025,smoked,sex,SEX_FMLE,1,2.7,,GHO
BLR,BLR,2022,smoked,sex,SEX_FMLE,1,11.5,,GHO
SVK,SVK,2024,smoked,sex,SEX_FMLE,1,25.9,,GHO
ZWE,ZWE,2022,smoked,sex,SEX_MLE,1,20.0,,GHO
QAT,QAT,2015,smoked,sex,SEX_MLE,1,21.0,,GHO
PER,PER,2010,smoked,sex,SEX_FMLE,1,6.5,,GHO
SLE,SLE,2023,smoked,sex,SEX_MLE,1,18.3,,GHO
LSO,LSO,2010,smoked,sex,SEX_BTSX,1,20.8,,GHO
ZAF,ZAF,2010,smoked,sex,SEX_FMLE,1,9.6,,GHO
GEO,GEO,2022,smoked,sex,SEX_MLE,1,54.3,,GHO
BDI,BDI,2020,smoked,sex,SEX_FMLE,1,2.1,,GHO
MWI,MWI,2030,smoked,sex,SEX_MLE,1,11.5,,GHO
SAU,SAU,2025,smoked,sex,SEX_MLE,1,23.5,,GHO
MNE,MNE,2025,smoked,sex,SEX_MLE,1,40.0,,GHO
SLV,SLV,2022,smoked,sex,SEX_FMLE,1,2.3,,GHO
ZAF,ZAF,2020,smoked,sex,SEX_BTSX,1,23.4,,GHO
AUS,AUS,2023,smoked,sex,SEX_FMLE,1,10.2,,GHO
EST,EST,2020,smoked,sex,SEX_FMLE,1,21.3,,GHO
VNM,VNM,2010,smoked,sex,SEX_BTSX,1,24.6,,GHO
VUT,VUT,2010,smoked,sex,SEX_MLE,1,45.6,,GHO
WSM,WSM,2025,smoked,sex,SEX_FMLE,1,13.6,,GHO
KWT,KWT,2030,smoked,sex,SEX_BTSX,1,19.2,,GHO
JOR,JOR,2022,smoked,sex,SEX_FMLE,1,12.9,,GHO
CHL,CHL,2015,smoked,sex,SEX_BTSX,1,32.9,,GHO
USA,USA,2025,smoked,sex,SEX_BTSX,1,14.1,,GHO
ECU,ECU,2025,smoked,sex,SEX_MLE,1,17.7,,GHO
KIR,KIR,2015,smoked,sex,SEX_MLE,1,60.8,,GHO
MOZ,MOZ,2015,smoked,sex,SEX_MLE,1,21.2,,GHO
GEO,GEO,2025,smoked,sex,SEX_FMLE,1,8.5,,GHO
SGP,SGP,2022,smoked,sex,SEX_BTSX,1,14.1,,GHO
MEX,MEX,2025,smoked,sex,SEX_BTSX,1,15.6,,GHO
BFA,BFA,2024,smoked,sex,SEX_MLE,1,13.4,,GHO
KOR,KOR,2022,smoked,sex,SEX_MLE,1,33.4,,GHO
IND,IND,2030,smoked,sex,SEX_MLE,1,14.3,,GHO
COK,COK,2015,smoked,sex,SEX_MLE,1,36.4,,GHO
UKR,UKR,2010,smoked,sex,SEX_MLE,1,50.1,,GHO
IDN,IDN,2015,smoked,sex,SEX_BTSX,1,30.8,,GHO
UZB,UZB,2010,smoked,sex,SEX_MLE,1,26.0,,GHO
COK,COK,2015,smoked,sex,SEX_FMLE,1,26.3,,GHO
COM,COM,2010,smoked,sex,SEX_MLE,1,21.8,,GHO
PAK,PAK,2015,smoked,sex,SEX_FMLE,1,4.3,,GHO
RWA,RWA,2015,smoked,sex,SEX_MLE,1,24.2,,GHO
LSO,LSO,2015,smoked,sex,SEX_MLE,1,42.1,,GHO
PAN,PAN,2023,smoked,sex,SEX_FMLE,1,1.9,,GHO
IRQ,IRQ,2023,smoked,sex,SEX_BTSX,1,20.0,,GHO
MDG,MDG,2024,smoked,sex,SEX_MLE,1,31.0,,GHO
COL,COL,2010,smoked,sex,SEX_FMLE,1,6.2,,GHO
GUY,GUY,2023,smoked,sex,SEX_FMLE,1,2.2,,GHO
ZWE,ZWE,2015,smoked,sex,SEX_BTSX,1,12.6,,GHO
MWI,MWI,2015,smoked,sex,SEX_BTSX,1,11.4,,GHO
BHR,BHR,2022,smoked,sex,SEX_MLE,1,25.5,,GHO
GHA,GHA,2025,smoked,sex,SEX_MLE,1,4.2,,GHO
PER,PER,2023,smoked,sex,SEX_BTSX,1,12.9,,GHO
KHM,KHM,2015,smoked,sex,SEX_FMLE,1,3.0,,GHO
MLI,MLI,2025,smoked,sex,SEX_BTSX,1,6.0,,GHO
BWA,BWA,2025,smoked,sex,SEX_MLE,1,25.6,,GHO
POL,POL,2023,smoked,sex,SEX_FMLE,1,18.8,,GHO
BDI,BDI,2023,smoked,sex,SEX_BTSX,1,8.4,,GHO
NRU,NRU,2030,smoked,sex,SEX_MLE,1,22.7,,GHO
TZA,TZA,2025,smoked,sex,SEX_FMLE,1,1.2,,GHO
CZE,CZE,2024,smoked,sex,SEX_BTSX,1,28.4,,GHO
MOZ,MOZ,2022,smoked,sex,SEX_FMLE,1,2.2,,GHO
GNB,GNB,2015,smoked,sex,SEX_MLE,1,19.9,,GHO
SEN,SEN,2020,smoked,sex,SEX_BTSX,1,6.2,,GHO
CIV,CIV,2024,smoked,sex,SEX_FMLE,1,1.0,,GHO
GBR,GBR,2025,smoked,sex,SEX_MLE,1,14.1,,GHO
EGY,EGY,2010,smoked,sex,SEX_FMLE,1,0.6,,GHO
BGR,BGR,2024,smoked,sex,SEX_FMLE,1,36.7,,GHO
BRA,BRA,2025,smoked,sex,SEX_BTSX,1,11.5,,GHO
FJI,FJI,2010,smoked,sex,SEX_FMLE,1,14.4,,GHO
USA,USA,2010,smoked,sex,SEX_MLE,1,27.8,,GHO
MKD,MKD,2025,smoked,sex,SEX_BTSX,1,39.5,,GHO
UKR,UKR,2024,smoked,sex,SEX_FMLE,1,10.0,,GHO
IRQ,IRQ,2030,smoked,sex,SEX_BTSX,1,19.8,,GHO
UZB,UZB,2023,smoked,sex,SEX_FMLE,1,0.9,,GHO
STP,STP,2025,smoked,sex,SEX_BTSX,1,5.7,,GHO
COL,COL,2030,smoked,sex,SEX_MLE,1,10.5,,GHO
ETH,ETH,2020,smoked,sex,SEX_MLE,1,6.5,,GHO
PRY,PRY,2030,smoked,sex,SEX_FMLE,1,1.7,,GHO
MDA,MDA,2022,smoked,sex,SEX_FMLE,1,6.8,,GHO
FJI,FJI,2010,smoked,sex,SEX_MLE,1,46.9,,GHO
MLI,MLI,2022,smoked,sex,SEX_FMLE,1,0.6,,GHO
EGY,EGY,2015,smoked,sex,SEX_FMLE,1,0.5,,GHO
OMN,OMN,2024,smoked,sex,SEX_MLE,1,15.2,,GHO
ZWE,ZWE,2030,smoked,sex,SEX_MLE,1,16.3,,GHO
SVN,SVN,2030,smoked,sex,SEX_FMLE,1,20.4,,GHO
URY,URY,2022,smoked,sex,SEX_BTSX,1,20.3,,GHO
NPL,NPL,2010,smoked,sex,SEX_FMLE,1,17.8,,GHO
GEO,GEO,2024,smoked,sex,SEX_FMLE,1,8.4,,GHO
BFA,BFA,2015,smoked,sex,SEX_MLE,1,17.7,,GHO
TGO,TGO,2015,smoked,sex,SEX_FMLE,1,0.6,,GHO
MDA,MDA,2023,smoked,sex,SEX_BTSX,1,28.7,,GHO
MLI,MLI,2030,smoked,sex,SEX_FMLE,1,0.4,,GHO
LBY,LBY,2020,smoked,sex,SEX_BTSX,1,24.1,,GHO
HRV,HRV,2022,smoked,sex,SEX_MLE,1,36.0,,GHO
AUT,AUT,2010,smoked,sex,SEX_FMLE,1,34.6,,GHO
STP,STP,2022,smoked,sex,SEX_MLE,1,10.1,,GHO
NGA,NGA,2025,smoked,sex,SEX_BTSX,1,2.9,,GHO
NOR,NOR,2015,smoked,sex,SEX_FMLE,1,19.4,,GHO
CPV,CPV,2025,smoked,sex,SEX_FMLE,1,2.5,,GHO
RWA,RWA,2022,smoked,sex,SEX_FMLE,1,4.5,,GHO
NPL,NPL,2024,smoked,sex,SEX_MLE,1,27.3,,GHO
LCA,LCA,2030,smoked,sex,SEX_FMLE,1,2.4,,GHO
TUV,TUV,2010,smoked,sex,SEX_FMLE,1,22.9,,GHO
MNG,MNG,2015,smoked,sex,SEX_FMLE,1,7.0,,GHO
GNB,GNB,2020,smoked,sex,SEX_FMLE,1,0.4,,GHO
ECU,ECU,2023,smoked,sex,SEX_FMLE,1,2.6,,GHO
TKM,TKM,2023,smoked,sex,SEX_BTSX,1,5.2,,GHO
GMB,GMB,2025,smoked,sex,SEX_MLE,1,20.3,,GHO
TUV,TUV,2020,smoked,sex,SEX_BTSX,1,35.2,,GHO
PNG,PNG,2030,smoked,sex,SEX_FMLE,1,23.7,,GHO
SWZ,SWZ,2030,smoked,sex,SEX_BTSX,1,9.6,,GHO
BWA,BWA,2030,smoked,sex,SEX_MLE,1,24.5,,GHO
CZE,CZE,2015,smoked,sex,SEX_MLE,1,35.2,,GHO
NZL,NZL,2010,smoked,sex,SEX_BTSX,1,18.3,,GHO
ARG,ARG,2020,smoked,sex,SEX_MLE,1,28.8,,GHO
TUR,TUR,2023,smoked,sex,SEX_MLE,1,42.3,,GHO
EST,EST,2020,smoked,sex,SEX_BTSX,1,26.4,,GHO
AZE,AZE,2010,smoked,sex,SEX_BTSX,1,25.1,,GHO
GTM,GTM,2010,smoked,sex,SEX_BTSX,1,12.8,,GHO
ECU,ECU,2025,smoked,sex,SEX_BTSX,1,10.0,,GHO
BFA,BFA,2022,smoked,sex,SEX_BTSX,1,8.4,,GHO
SWZ,SWZ,2023,smoked,sex,SEX_FMLE,1,1.9,,GHO
IRL,IRL,2015,smoked,sex,SEX_BTSX,1,23.4,,GHO
BRN,BRN,2022,smoked,sex,SEX_FMLE,1,2.3,,GHO
LAO,LAO,2024,smoked,sex,SEX_FMLE,1,4.7,,GHO
HRV,HRV,2024,smoked,sex,SEX_FMLE,1,33.6,,GHO
ISR,ISR,2010,smoked,sex,SEX_FMLE,1,18.1,,GHO
KHM,KHM,2025,smoked,sex,SEX_MLE,1,27.9,,GHO
ARM,ARM,2024,smoked,sex,SEX_BTSX,1,26.1,,GHO
PLW,PLW,2025,smoked,sex,SEX_FMLE,1,7.9,,GHO
MKD,MKD,2020,smoked,sex,SEX_BTSX,1,39.6,,GHO
BLR,BLR,2023,smoked,sex,SEX_FMLE,1,11.5,,GHO
LTU,LTU,2010,smoked,sex,SEX_BTSX,1,31.5,,GHO
CHN,CHN,2022,smoked,sex,SEX_MLE,1,44.7,,GHO
GRC,GRC,2022,smoked,sex,SEX_MLE,1,35.7,,GHO
KWT,KWT,2010,smoked,sex,SEX_BTSX,1,20.0,,GHO
PHL,PHL,2023,smoked,sex,SEX_FMLE,1,4.6,,GHO
TKM,TKM,2015,smoked,sex,SEX_FMLE,1,0.5,,GHO
CIV,CIV,2025,smoked,sex,SEX_MLE,1,12.8,,GHO
MEX,MEX,2030,smoked,sex,SEX_MLE,1,22.5,,GHO
HTI,HTI,2025,smoked,sex,SEX_BTSX,1,7.9,,GHO
PAK,PAK,2023,smoked,sex,SEX_BTSX,1,13.1,,GHO
KWT,KWT,2025,smoked,sex,SEX_BTSX,1,19.2,,GHO
HTI,HTI,2023,smoked,sex,SEX_MLE,1,13.7,,GHO
FRA,FRA,2025,smoked,sex,SEX_BTSX,1,33.6,,GHO
PSE,PSE,2024,smoked,sex,SEX_FMLE,1,9.3,,GHO
SAU,SAU,2023,smoked,sex,SEX_MLE,1,23.4,,GHO
EST,EST,2030,smoked,sex,SEX_BTSX,1,21.0,,GHO
CHL,CHL,2025,smoked,sex,SEX_MLE,1,28.4,,GHO
KWT,KWT,2015,smoked,sex,SEX_FMLE,1,2.9,,GHO
LCA,LCA,2015,smoked,sex,SEX_MLE,1,27.4,,GHO
GRC,GRC,2015,smoked,sex,SEX_BTSX,1,36.7,,GHO
SYC,SYC,2015,smoked,sex,SEX_MLE,1,34.7,,GHO
POL,POL,2010,smoked,sex,SEX_MLE,1,36.0,,GHO
NLD,NLD,2025,smoked,sex,SEX_BTSX,1,20.0,,GHO
MLT,MLT,2024,smoked,sex,SEX_MLE,1,26.0,,GHO
SVK,SVK,2025,smoked,sex,SEX_BTSX,1,29.3,,GHO
URY,URY,2025,smoked,sex,SEX_FMLE,1,16.1,,GHO
PHL,PHL,2010,smoked,sex,SEX_MLE,1,46.3,,GHO
HRV,HRV,2015,smoked,sex,SEX_BTSX,1,34.6,,GHO
CYP,CYP,2022,smoked,sex,SEX_BTSX,1,32.8,,GHO
CHL,CHL,2020,smoked,sex,SEX_FMLE,1,26.6,,GHO
LAO,LAO,2010,smoked,sex,SEX_FMLE,1,10.7,,GHO
GUY,GUY,2023,smoked,sex,SEX_BTSX,1,12.1,,GHO
ESP,ESP,2022,smoked,sex,SEX_MLE,1,29.9,,GHO
CPV,CPV,2020,smoked,sex,SEX_MLE,1,13.1,,GHO
KHM,KHM,2015,smoked,sex,SEX_MLE,1,35.9,,GHO
HRV,HRV,2024,smoked,sex,SEX_MLE,1,35.1,,GHO
ETH,ETH,2015,smoked,sex,SEX_FMLE,1,0.8,,GHO
LKA,LKA,2023,smoked,sex,SEX_FMLE,1,0.4,,GHO
IRQ,IRQ,2025,smoked,sex,SEX_FMLE,1,1.8,,GHO
MWI,MWI,2022,smoked,sex,SEX_MLE,1,15.3,,GHO
UZB,UZB,2022,smoked,sex,SEX_FMLE,1,0.9,,GHO
FIN,FIN,2010,smoked,sex,SEX_FMLE,1,19.7,,GHO
MDA,MDA,2025,smoked,sex,SEX_BTSX,1,29.1,,GHO
ZWE,ZWE,2015,smoked,sex,SEX_FMLE,1,1.2,,GHO
LBR,LBR,2023,smoked,sex,SEX_FMLE,1,1.3,,GHO
ZMB,ZMB,2022,smoked,sex,SEX_FMLE,1,2.8,,GHO
LSO,LSO,2010,smoked,sex,SEX_MLE,1,40.8,,GHO
BDI,BDI,2010,smoked,sex,SEX_BTSX,1,11.3,,GHO
PAN,PAN,2030,smoked,sex,SEX_MLE,1,5.6,,GHO
HND,HND,2030,smoked,sex,SEX_FMLE,1,1.4,,GHO
SLB,SLB,2020,smoked,sex,SEX_FMLE,1,21.3,,GHO
LBR,LBR,2030,smoked,sex,SEX_FMLE,1,1.0,,GHO
FIN,FIN,2030,smoked,sex,SEX_MLE,1,15.7,,GHO
CHL,CHL,2022,smoked,sex,SEX_FMLE,1,25.4,,GHO
CPV,CPV,2025,smoked,sex,SEX_MLE,1,11.9,,GHO
ALB,ALB,2030,smoked,sex,SEX_MLE,1,33.0,,GHO
SLE,SLE,2015,smoked,sex,SEX_MLE,1,27.9,,GHO
MHL,MHL,2020,smoked,sex,SEX_FMLE,1,4.3,,GHO
TKM,TKM,2024,smoked,sex,SEX_FMLE,1,0.4,,GHO
LKA,LKA,2020,smoked,sex,SEX_FMLE,1,0.5,,GHO
GRC,GRC,2023,smoked,sex,SEX_BTSX,1,31.0,,GHO
LCA,LCA,2015,smoked,sex,SEX_FMLE,1,4.0,,GHO
MUS,MUS,2022,smoked,sex,SEX_BTSX,1,18.2,,GHO
BFA,BFA,2023,smoked,sex,SEX_FMLE,1,2.6,,GHO
TUV,TUV,2022,smoked,sex,SEX_MLE,1,48.9,,GHO
OMN,OMN,2023,smoked,sex,SEX_MLE,1,15.1,,GHO
GEO,GEO,2023,smoked,sex,SEX_FMLE,1,8.2,,GHO
COM,COM,2024,smoked,sex,SEX_BTSX,1,6.8,,GHO
TON,TON,2024,smoked,sex,SEX_FMLE,1,16.3,,GHO
MKD,MKD,2015,smoked,sex,SEX_BTSX,1,39.9,,GHO
GEO,GEO,2024,smoked,sex,SEX_MLE,1,53.6,,GHO
ARG,ARG,2030,smoked,sex,SEX_MLE,1,24.8,,GHO
LBR,LBR,2010,smoked,sex,SEX_FMLE,1,2.0,,GHO
LSO,LSO,2023,smoked,sex,SEX_BTSX,1,22.8,,GHO
